"","ID","Gene.name","Biotype","EL4.NP.ER.Son","EL4.NP.SAL.Son","EL4.NP.SAL.Ext","EL4.Tot","EL4.Tot.ER","EL4.IC.SAL.1","EL4.IC.SAL.2"
"5277","NM_029624","Lmf1","protein_coding",3.67576,3.02885,2.99605,8.2095,0.924755,0.597298,2.53946
"5278","NM_172739","Arhgap35","protein_coding",0.953151,2.89837,3.82857,2.98157,0.924655,1.88705,0.804596
"5279","NM_133853","Magi3","protein_coding",0.172453,0,0,2.13031,0.92454,4.03362,3.45321
"5280","NM_024242","Riok1","protein_coding",0.630108,1.36182,1.62874,4.27654,0.924491,0.281731,4.5726
"5281","NM_177081","Ptpn7","protein_coding",0,0,1.67568,22.064,0.923535,8.51925,2.32253
"5282","NM_013754","Insl6","protein_coding",0,3.83055,7.3344,2.20458,0.923183,6.04744,10.3473
"5283","NM_009832","Ccnk","protein_coding",0.381126,0.837741,0.990707,2.75641,0.92289,0.022537,2.34032
"5284","NM_001162493","Mpst","protein_coding",0.703975,0.452215,0.0668989,3.86845,0.922875,0.0129123,0.206143
"5285","NM_001252486","Usp33","protein_coding",0.0293574,0,0,3.41403,0.922839,0,0
"5286","NM_173734","Tmem87a","protein_coding",0.1363628,6.93089,0,0,0.922635,0,0.715208
"5287","NM_026643","Cep57l1",".",0.1172398,0,0.539112,1.54709,0.922447,0,0
"5288","NM_001033978","H2-Eb2","protein_coding",0.436167,1.73113,2.01863,5.26102,0.921468,0.0161546,0.321256
"5289","NM_198931","Ppm1m","protein_coding",0,0.140794,0.0370456,0,0.921339,1.44359,0.0788357
"5290","NM_001290648","Insl5","protein_coding",0.387018,0.594834,0.706615,4.25613,0.920256,0.0301427,1.86672
"5291","NM_054087","Slc19a2","protein_coding",0,3.49194,0,5.84637,0.920096,0.189369,0.781627
"5292","NM_001163300","Safb","protein_coding",4.35519,11.8341,18.5979,6.42604,0.920088,44.8749,0
"5293","NM_007885","Slc26a2","protein_coding",0.626065,1.23923,1.81876,1.77511,0.920014,2.90049,4.95159
"5294","NM_028115","Trub1","protein_coding",0.98194,1.30811,0.786057,2.81901,0.919786,0,0
"5295","NM_019637","Styx","protein_coding",0.1955537,0.349721,0.582022,0.493355,0.919733,0,0
"5296","NM_177171","Heatr5a","protein_coding",0.613211,1.98258,2.11937,0.969668,0.919715,1.24891,0.455087
"5297","NM_001039552","Ermard","protein_coding",0.128989,0.616849,0.826095,7.45582,0.918597,0.295819,0
"5298","NM_153781","Pygb","protein_coding",2.51823,3.33259,4.49883,9.84948,0.918548,9.56253,6.28946
"5299","NM_026445","Sumf2","protein_coding",0.833246,3.20109,2.3033,6.8503,0.918116,0.021115,0.430134
"5300","NM_177614","Os9","protein_coding",0.648736,0,0,0,0.917759,40.4674,298.932
"5301","NM_001163161","Clec4d","protein_coding",0.00522719,0.194019,0.00609337,0,0.917449,2.00184,1.00368
"5302","NM_001145930","Yeats2","protein_coding",0,0.614556,0,5.65104,0.917104,0,0
"5303","NM_183046","Kif20b","protein_coding",0.1980951,0,1.46181,3.08526,0.916351,0,0
"5304","NM_021461","Mknk1","protein_coding",1.063568,0,2.17608,5.13814,0.915882,0.0024551,0.466103
"5305","NM_010156","Samd9l","protein_coding",0.1221438,1.37786,1.60738,4.28478,0.915193,1.39633,0.760146
"5306","NM_025968","Ptgr1","protein_coding",1.443554,3.82969,3.74112,4.78258,0.914844,0.420469,10.4808
"5307","NM_001302087","Uros","retained_intron",0.1894161,0.707002,1.54507,0,0.914642,0,0
"5308","NM_133248","Glmn","protein_coding",0,2.31498,0,5.94865,0.913849,0,0
"5309","NM_001290514","Mospd1","nonsense_mediated_decay",0.1408826,0,0,3.7043,0.913489,0,0
"5310","NM_144875","Rab29","protein_coding",0.744109,0,0.714775,9.49505,0.913467,55.1704,26.1164
"5311","NM_172549","Cabin1","protein_coding",3.35276,5.62789,8.49308,4.72581,0.913031,0.314354,0.552717
"5312","NM_028149","Fbxl20","protein_coding",0.835547,1.51016,2.01734,3.3387,0.912919,3.13773,7.13547
"5313","NM_009682","Ap3s2","protein_coding",1.085548,1.16032,1.41419,3.10475,0.91285,3.08045,0.875915
"5314","NM_001039878","Strn4","protein_coding",1.658869,5.57038,1.72995,3.2925,0.91208,2.34919,1.96009
"5315","NM_138586","Exosc5","protein_coding",2.79244,1.96171,3.13539,6.19895,0.911841,0.0698916,0.350793
"5316","NM_001039371","Slc22a15","processed_transcript",0.347929,0.851427,0.955743,4.08972,0.911621,0.472552,0.203544
"5317","NM_057172","Fubp1","protein_coding",0.442803,0,1.11762,1.37525,0.91098,11.9614,3.26959
"5318","NM_028546","1700066M21Rik","protein_coding",0.1144949,0.5173,0.792341,2.47484,0.910718,0.0100876,0.0875538
"5319","NM_011906","Tpra1","protein_coding",134.1222,2.78401,2.88611,9.30158,0.910675,0.0243395,0.966894
"5320","NM_007408","Plin2","protein_coding",1.033848,1.35078,2.18627,5.33894,0.910544,4.20084,1.05157
"5321","NM_001166640","Csrp2bp","retained_intron",0.213288,2.61791,3.03148,0,0.91007,0,0
"5322","NM_025701","Trappc5","protein_coding",0.756067,1.79884,3.02773,3.78466,0.909894,9.19864,2.1826
"5323","NM_019922","Crtap","protein_coding",7.35035,5.60462,6.39536,8.23327,0.909475,41.1074,104.301
"5324","NM_181405","Rnpepl1","protein_coding",3.84056,2.67556,4.22971,8.57416,0.908956,0.0116362,5.2071
"5325","NM_183089","Dscc1","protein_coding",0.508053,0.659591,0.0411951,0.959698,0.908595,0.0246906,0.147474
"5326","NM_172282","Tmco3","protein_coding",0.398201,0.983194,1.26545,3.18946,0.908532,0.653515,0.708135
"5327","NM_028756","Slc35a5","protein_coding",0.0595995,0.343008,0.437728,1.80598,0.907515,0.0574166,0.342368
"5328","NM_001271449","Enox2","protein_coding",0,0,0,0,0.907243,0,0
"5329","NM_212446","Psmf1","protein_coding",1.00153,1.00004,1.8422,3.38459,0.907095,7.18417,6.47894
"5330","NM_001291245","Lig3","protein_coding",0.1842242,2.6529,2.62776,1.42708,0.906773,0,2.44127
"5331","NM_001198867","Dctn1","protein_coding",5.17594,7.96182,7.56636,6.43757,0.905984,0,0
"5332","NM_027931","Tars2","protein_coding",0.709195,0,0,15.4805,0.903471,4.40608,0
"5333","NM_172254","Dph3","protein_coding",0,0,0,0,0.903421,1.60591,1.56274
"5334","NM_001130170","Zfp207","protein_coding",0,1.97128,2.56309,3.54072,0.903178,0,0
"5335","NM_001162932","Rmi2","protein_coding",1.508652,0.602517,0.558251,3.22096,0.903035,1.81623,1.52854
"5336","NM_001304574","Arf2","protein_coding",0.455233,1.7668,1.86602,3.88981,0.902831,0.0332815,0.489228
"5337","NM_178246","Smg5","protein_coding",3.43152,0,5.06559,3.3015,0.902071,0.996329,1.75366
"5338","NM_146105","Cnst","protein_coding",0.91837,3.31095,3.83564,4.25404,0.90201,2.50702,1.37877
"5339","NM_009461","Ubr1","protein_coding",1.041779,2.22786,3.39049,4.09428,0.901633,2.63768,3.37757
"5340","NM_009728","Atp10a","protein_coding",1.645384,2.16254,3.28866,5.19028,0.901561,5.06829,13.1025
"5341","NM_027772","Pdss2","protein_coding",0.55952,1.69248,1.20512,3.10894,0.901481,0.55547,4.22635
"5342","NM_145563","Zfp932","protein_coding",0.1862384,0.892755,0.524117,1.38983,0.901246,1.98612,0.611454
"5343","NM_001135577","Smim13","protein_coding",0.1450906,1.02367,0.932585,1.55998,0.901226,3.40649,2.52987
"5344","NR_003292","Zxda","unprocessed_pseudogene",3.39408,1.57213,1.8403,2.46801,0.900982,0.0106995,0.668714
"5345","NM_010273","Gdi1","protein_coding",1.478002,3.41406,3.34405,8.22795,0.900875,23.9843,6.11595
"5346","NM_146164","Lrch4","nonsense_mediated_decay",2.70173,1.19986,1.31379,3.93979,0.900717,0,0
"5347","NM_153787","Bclaf1","protein_coding",0,0,0,0,0.899913,0,0
"5348","NM_145443","L2hgdh","protein_coding",0.1861615,0.622665,0,1.7741,0.899662,0.0264935,0.553324
"5349","NM_181848","Optn","protein_coding",4.70339,5.67888,7.4041,12.5279,0.898914,69.5836,31.4057
"5350","NM_028841","Tspan17","protein_coding",1.110389,0.617939,0.594962,4.96507,0.897711,0.170579,0.483748
"5351","NM_022328","Mllt1","protein_coding",4.48331,3.19385,4.71135,9.40739,0.897527,5.05885,1.08694
"5352","NM_029846","Atg16l1","protein_coding",0,0.914761,0,4.21502,0.897304,0.498932,1.40381
"5353","NM_177739","Zfp507","protein_coding",0.695029,1.81358,1.60778,0,0.897026,1.50211,0.963211
"5354","NM_001253692","Elmod3","protein_coding",1.267355,1.59123,1.93638,0,0.896944,3.84882,2.52112
"5355","NM_019924","Rps6ka4","protein_coding",3.31317,0.528331,2.33326,7.20024,0.896811,0,0
"5356","NM_203319","Dhx37","protein_coding",2.20679,2.15178,1.68633,3.07238,0.896711,25.8052,17.1787
"5357","NM_053158","Mrpl1","protein_coding",0.252859,1.5226,1.18004,2.46113,0.896586,0.303281,1.29709
"5358","NM_019965","Dnajb12","protein_coding",1.385195,2.3005,3.69141,2.32096,0.896431,1.64928,0.533421
"5359","NM_011632","Traf3","protein_coding",1.984104,0.697054,2.62019,0.732503,0.89572,0,0
"5360","NM_172735","Zc3hc1","protein_coding",2.88384,1.62183,2.50106,0,0.894831,0.0171952,0.468563
"5361","NM_008446","Kif4","protein_coding",0.687246,3.16141,4.58208,4.67724,0.894754,2.62782,1.38414
"5362","NR_105780","Mir145b","miRNA",0,0.41426,0,0,0.931859,0,0
"5363","NM_019819","Dusp14","protein_coding",0.2228807,1.45676,1.47014,2.28236,0.894326,0.00379783,0.492194
"5364","NM_027106","Avpi1","protein_coding",3.20571,3.8123,4.63305,20.0049,0.894184,0.453965,6.16991
"5365","NM_027193","Dph5","protein_coding",2.37586,6.1212,4.19861,5.32976,0.894177,0.804376,3.12379
"5366","NM_001013608","Ercc6l2","protein_coding",0.1217211,1.17808,1.65944,2.63866,0.893982,3.73607,1.36536
"5367","NM_025819","Swt1","protein_coding",0.0921379,1.00109,2.3102,3.11557,0.893766,0.0429573,1.29195
"5368","NM_013692","Klf10","protein_coding",0.937061,2.02103,2.32618,2.92136,0.892843,0.0492711,0.555279
"5369","NM_001286546","Ccpg1","protein_coding",0.16162,0.764635,0,0,0.892812,6.1581,0
"5370","NM_026395","Rer1","protein_coding",3.26248,7.76796,8.66235,4.94058,0.892753,10.8738,11.7866
"5371","NM_178605","Nop16","protein_coding",11.08892,2.80721,1.47268,9.782,0.892469,3.00661,4.15477
"5372","NM_025789","Rsph3a","protein_coding",0.900426,0.952679,0.582039,5.20241,0.892003,9.0599,15.2045
"5373","NM_026613","Ccdc34","protein_coding",1.236329,0.802672,0.540464,2.00409,0.891015,0.02452,2.58026
"5374","NM_030678","Gys1","protein_coding",0.750782,1.13065,0.908379,2.01617,0.890624,0,0.544713
"5375","NM_023434","Tox4","protein_coding",0.889501,1.69403,2.80851,6.28765,0.890227,1.75696,1.13711
"5376","NM_023670","Igf2bp3","protein_coding",0.806502,1.32972,1.78395,9.74808,0.889825,4.07397,16.3928
"5377","NM_176968","Nt5dc1","protein_coding",0.3255372,1.00985,1.00704,2.55715,0.889726,3.77077,2.19001
"5378","NM_133345","Ing4","retained_intron",1.657569,1.92969,1.08812,0,0.889506,0.060629,0.829327
"5379","NM_001122594","Phlpp2","protein_coding",0.951681,2.09961,3.0213,5.30531,0.88806,0.608952,1.0837
"5380","NM_153530","Dis3l2","protein_coding",1.20783,1.94465,2.63069,1.80071,0.887909,0.102639,1.05362
"5381","NM_001080118","Med1","protein_coding",0.699118,0,0,3.9575,0.887767,4.64441,1.84984
"5382","NM_177103","Senp5","protein_coding",0.790801,0.931112,0.925688,3.85431,0.887364,0.617803,1.26785
"5383","NM_028768","Armc8","protein_coding",0.382152,1.54931,1.85557,2.64494,0.886972,2.77467,1.26649
"5384","NM_029017","Mrpl47","protein_coding",0.113273,4.28454,1.25202,2.62806,0.886572,0.0210841,1.43963
"5385","NM_010286","Tsc22d3","protein_coding",0.288905,4.87435,6.26315,4.14824,0.886455,0.00343732,0.0914828
"5386","NM_199467","Mms22l","protein_coding",0.759403,4.16486,4.22433,7.06318,0.88562,3.16733,0.766469
"5387","NM_178592","Abhd16a","protein_coding",2.044042,5.74135,4.12789,3.04359,0.885514,9.94213,24.0094
"5388","NM_001161818","Zfp639",".",0.036119,0.909913,4.66961,2.49837,0.884959,6.06742,1.39043
"5389","NM_026267","Necap1","protein_coding",1.180478,1.44455,1.60948,5.9025,0.884798,0.479152,0.589174
"5390","NM_153796","Peo1","protein_coding",0.612766,2.94357,2.96233,2.61152,0.884455,5.70384,4.20074
"5391","NM_145620","Rrp9","protein_coding",6.34451,0.418854,0.743368,9.2225,0.884123,0.826181,1.41264
"5392","NR_015528","BC029722","protein_coding",0.379119,0,1.21788,3.74132,0.883843,0,1.42895
"5393","NM_001165935","Aven","protein_coding",0.216527,0.960535,1.04635,4.46734,0.883729,27.6732,5.07129
"5394","NM_001013368","E2f8","protein_coding",0.656671,0.825231,4.0689,6.87821,0.883694,6.35688,6.42945
"5395","NR_075078","Pitpnm1",".",3.26034,0.682558,0.797141,8.30525,0.883652,1.32981,2.60459
"5396","NM_172589","Lhfpl2","protein_coding",1.392995,0.0900564,0.0273876,0,0.883082,0.566306,1.35838
"5397","NM_172401","Ldah","protein_coding",0,0.706805,0.621726,2.11031,0.88299,0,0
"5398","NM_080287","Elmo2","protein_coding",0.224352,1.77559,0,7.18833,0.881595,0,0
"5399","NM_144927","Tti2","protein_coding",1.365329,0,0,5.03023,0.881531,0,0
"5400","NM_001123327","Qser1","protein_coding",0.142744,0.681687,1.03984,1.88336,0.881098,2.27632,1.74349
"5401","NM_001109914","Apold1","protein_coding",1.537449,1.23214,1.49143,3.76046,0.880646,0.343477,0.694527
"5402","NM_172590","Wdr41","protein_coding",0.382639,0.741199,0.564463,2.9432,0.879676,0.0301844,0.498659
"5403","NM_024281","Rrbp1","protein_coding",1.572466,0,12.0709,6.77871,0.879644,5.99564,25.9468
"5404","NM_175383","B4gat1","protein_coding",0.729268,1.66487,1.77324,3.74683,0.879031,0.0231861,0.699837
"5405","NM_025774","Prkrip1","protein_coding",0.636901,0.396201,1.81491,3.30823,0.878371,25.9894,26.7191
"5406","NM_178923","Scaf4","protein_coding",1.225416,3.25761,2.88375,6.11019,0.878349,2.36366,8.6799
"5407","NM_153514","Rhobtb2","protein_coding",1.569047,1.69076,1.64525,5.33881,0.877418,0.983401,0.720918
"5408","NM_018820","Sertad1","protein_coding",3.86522,2.43136,2.87085,6.98991,0.877301,94.7678,10.302
"5409","NM_001291276","Cib1","protein_coding",1.263479,3.71223,6.41805,1.1253,0.876733,74.1298,20.8528
"5410","NM_030730","Rad54l2","protein_coding",1.049268,2.65043,0,9.42369,0.876698,4.08768,2.35495
"5411","NM_001014976","Espl1","protein_coding",2.17871,10.894,11.1587,9.1228,0.876492,22.4613,19.6922
"5412","NM_011753","Zfp26","protein_coding",0.264095,1.8994,0,0.858107,0.876354,0.43825,0.315492
"5413","NR_003546","Trappc13","processed_transcript",0,0.991538,2.31071,0,0.876012,0.426496,1.07008
"5414","NM_027134","Mtfmt","protein_coding",0.120647,0.424821,0.449579,4.37147,0.875928,3.32564,0.371352
"5415","NM_028043","Cnot11","protein_coding",2.131369,2.47525,3.93143,8.57571,0.875155,34.5065,13.2114
"5416","NM_008027","Flot1","protein_coding",28.1815,0.758686,1.30046,3.59942,0.874991,20.727,17.6636
"5417","NM_133224","Atp13a1","protein_coding",2.06352,5.72985,6.01165,9.93796,0.874884,0.884889,0.856089
"5418","NM_001024504","Dcun1d2","protein_coding",0,0.778752,0,1.43393,0.874757,0.92871,2.45988
"5419","NM_011203","Ptpn12","protein_coding",0.1860049,1.83261,1.28999,2.07436,0.874207,6.00939,6.8861
"5420","NM_001039522","Leo1","protein_coding",1.091968,27.3037,32.2926,0,0.873917,121.768,143.102
"5421","NM_001167988","Taf9b","protein_coding",0.0873954,0.649696,1.08709,2.53708,0.873436,0.00946989,0.326875
"5422","NM_172723","Adap1","protein_coding",5.26018,1.26599,1.68479,2.28558,0.873274,0.970507,1.71473
"5423","NM_213615","A530032D15Rik","protein_coding",0.108914,0.405041,0.112521,9.54319,0.872861,0.00726185,0.154656
"5424","NM_001009935","Txnip","protein_coding",0.634782,15.2806,0,4.58661,0.872348,0,1.57699
"5425","NM_199060","AF067061","protein_coding",0.3466256,0.560727,1.13309,21.8796,0.871504,7.39329,4.38979
"5426","NM_172458","Zfp871","protein_coding",0.778597,6.91654,7.95846,8.04766,0.871444,0.0272294,2.32365
"5427","NM_001038587","Adar","protein_coding",0.871425,1.61989,0,4.70311,0.871309,1.104,0
"5428","NM_029956","Mmab","protein_coding",1.863298,1.14109,0.932961,3.93565,0.871282,7.39644,14.7452
"5429","NM_011486","Stat3","protein_coding",1.73852,4.38434,3.4048,3.31856,0.87061,1.04003,1.73345
"5430","NM_011223","Pxn","protein_coding",2.72417,1.06622,0.797594,3.79609,0.870506,1.55606,0.542573
"5431","NM_001033178","Tmem181a","protein_coding",1.256727,2.84764,2.85498,8.9846,0.870106,0,0
"5432","NM_029803","Ifi27l2a","protein_coding",0,0,0,0,0.869449,0,1.31249
"5433","NM_019421","Cd320","protein_coding",1.999131,1.21181,0.973642,4.42532,0.86914,0.170751,0.377824
"5434","NM_009855","Cd80","protein_coding",0.1471225,0.164278,0.0925075,4.68091,0.868799,2.58267,0.362369
"5435","NM_134126","Ift140","protein_coding",0.710027,1.52337,2.27487,5.34101,0.868314,2.13681,1.51283
"5436","NM_007525","Bard1","protein_coding",0.846065,2.071,3.6279,3.762,0.867864,0.936028,1.79958
"5437","NM_026234","Pigm","protein_coding",1.10896,1.54939,2.23342,2.42819,0.867344,1.02213,0.817625
"5438","NM_001289666","Tmem241","protein_coding",0.350856,0.653982,1.15199,2.6454,0.866999,0,0
"5439","NR_037958","1300002E11Rik","lincRNA",0.6219,4.80472,5.2957,2.85617,0.866768,40.5701,0
"5440","NM_001025156","Ccdc93","protein_coding",0.0917789,0.131724,0.15286,4.28794,0.866444,3.19843,2.66597
"5441","NM_007713","Clk3","protein_coding",1.335662,2.07359,3.32494,4.18134,0.865981,1.29064,3.69644
"5442","NM_016720","Neu3","protein_coding",0.609394,1.13986,1.51696,3.14774,0.865841,2.04139,0
"5443","NM_028274","Exosc6",".",5.41927,6.26061,4.46592,8.04938,0.865459,5.60363,1.982
"5444","NM_001168489","Men1","protein_coding",0,0,1.43728,3.4865,0.865154,0,0
"5445","NM_172281","Rnf40","protein_coding",2.21365,3.36936,3.77434,0,0.864508,10.4815,4.15456
"5446","NM_026742","Ndufaf4","protein_coding",0.1156359,0.673161,1.57247,1.61819,0.864363,4.5816,2.06994
"5447","NM_028758","Gga2","protein_coding",0.893894,1.18703,1.28438,0.620509,0.864349,2.71649,0.976586
"5448","NR_030544","Mir874","miRNA",0,0,0,0.77878,0.894474,0,33.903
"5449","NM_025845","Prpf38b","protein_coding",1.135764,4.33706,5.69587,9.71202,0.863853,14.4639,69.3785
"5450","NM_053177","Mcoln1","protein_coding",1.22921,1.85724,1.12642,6.75564,0.863748,1.67281,0.976115
"5451","NM_170756","Spata2","protein_coding",1.296605,2.58384,2.68567,4.12701,0.862445,0,0
"5452","NM_008156","Gpld1","protein_coding",0.447868,0,0,0,0.862094,3.42207,2.29623
"5453","NM_210071","Eya3","protein_coding",0,2.19438,1.79626,8.32774,0.86142,5.12138,0
"5454","NM_032008","Slmap","protein_coding",0.406023,2.75991,2.90736,0,0.860666,37.1296,0
"5455","NM_001085355","Arid1b","protein_coding",1.74509,2.76934,3.31698,4.46143,0.860627,0.478266,0.88915
"5456","NM_001306081","Rptor",".",0.682202,2.77169,6.70443,0,0.860165,8.75448,2.48802
"5457","NM_133649","Slc12a6","protein_coding",0.387185,0,1.42835,5.4136,0.86004,0.0123991,1.0006
"5458","NM_010679","Lalba","protein_coding",0.4427781,0.0346364,0.0305145,2.27505,0.859983,0.0265893,0.29521
"5459","NM_020483","Sap30bp","protein_coding",1.330781,3.06535,1.65204,2.48319,0.859222,32.1575,14.94
"5460","NM_020268","Klk1b27","protein_coding",0.0110637,0.510431,0.398131,3.00484,0.857994,0.00343221,1.73201
"5461","NM_197959","Kif18b","protein_coding",1.737813,2.8862,3.36157,5.29672,0.856271,10.1637,6.07469
"5462","NM_133788","Icmt","protein_coding",1.09468,2.38513,3.11013,6.82677,0.856093,1.08623,2.70924
"5463","NM_001044705","Zscan21","protein_coding",0.285456,0.576305,0.78338,3.2452,0.856079,0.846644,0.124198
"5464","NM_001025571","Sh2d2a","protein_coding",1.285216,1.51223,1.82765,2.76446,0.855201,1.37024,0.263969
"5465","NM_053208","Egln2","protein_coding",4.98719,2.04614,3.25524,2.85894,0.853913,0.380326,2.53547
"5466","NM_178379","Cox10","protein_coding",1.611383,1.56925,2.27222,5.26365,0.853531,1.07885,1.35256
"5467","NM_144824","Wrap53","protein_coding",2.070546,0.975987,1.4076,4.37878,0.853214,1.94086,8.32586
"5468","NM_011242","Rasgrp2","protein_coding",1.558147,1.03309,1.53158,5.39431,0.853124,8.31254,5.92726
"5469","NM_001033314","Ccdc61","protein_coding",1.109184,1.46154,2.15913,0,0.852818,1.26929,0.326791
"5470","NM_153082","Dnajc27","protein_coding",0.951013,1.05991,2.1065,3.24394,0.85199,0.0212367,0.976468
"5471","NM_172513","Fam126b","protein_coding",0.0456674,0.78774,0.998347,1.94924,0.850614,0.0466357,0.801182
"5472","NM_172302","Cpsf7","protein_coding",0.630207,3.8434,4.41635,1.08544,0.850286,7.36365,5.35291
"5473","NM_001081267","Rsf1",".",0.1325528,2.09904,2.13845,1.00942,0.849847,10.7907,6.49774
"5474","NM_178111","Trp53inp2","protein_coding",0.588082,1.04544,1.44747,0,0.849464,0.407091,0.347619
"5475","NM_021296","Grpel2","protein_coding",0.1731614,0.676994,1.03582,1.92819,0.849451,1.25057,2.325
"5476","NM_001159906","Zfand2b","protein_coding",0,0.550089,1.57872,0,0.849262,0.0898966,0.0885535
"5477","NM_023544","Rsc1a1","protein_coding",0,0,0,0,0.849159,0,0
"5478","NM_026047","Rnf219","protein_coding",0.996043,3.76647,5.63052,5.82025,0.848923,4.65346,2.68036
"5479","NM_001142957","Zfp955b","protein_coding",0.0860438,2.51827,2.30095,1.59045,0.848874,0.813741,1.25088
"5480","NM_025431","Llph","protein_coding",0.669233,1.4606,2.70698,2.52251,0.848563,2.39557,7.7236
"5481","NM_144525","Tmem214",".",2.50458,1.99694,2.1261,6.37026,0.84854,0.0346366,0.238437
"5482","NM_174987","Coa6","protein_coding",3.70962,1.54142,1.37891,0,0.84821,0.0125854,0.102239
"5483","NM_016916","Blcap","protein_coding",0.197013,2.00038,1.53933,0,0.847911,0.665694,0.357443
"5484","NM_181452","Fam89b","nonsense_mediated_decay",0,1.75628,1.46548,10.1955,0.847888,0.262105,0.401528
"5485","NM_001289920","E2f3","protein_coding",0.218287,1.22794,1.3559,0,0.847651,0.0490098,0
"5486","NM_001305798","Midn","protein_coding",4.91522,2.08712,3.18562,2.18817,0.847589,0,0
"5487","NM_027986","Cdadc1","protein_coding",0,1.2617,1.07065,0.654614,0.847558,0,0
"5488","NM_026512","Bphl","protein_coding",1.0835,0.593945,0.589866,2.98092,0.846918,0.720437,0.413014
"5489","NM_177688","H2afj","protein_coding",4.55062,2.47192,3.03073,6.61995,0.845659,72.6684,28.4923
"5490","NM_153583","Atg4d","protein_coding",5.59349,0.976583,1.97154,7.95683,0.845539,0,1.07509
"5491","NM_144892","Ncoa5","protein_coding",1.970574,2.74682,2.97022,6.58934,0.845533,0.54959,1.32856
"5492","NM_010435","Hira","protein_coding",1.905098,1.24767,4.12889,2.41428,0.845023,27.1036,11.0398
"5493","NM_008997","Rab11b","protein_coding",1.573778,1.42326,1.28225,4.79166,0.844988,1.43326,2.00987
"5494","NM_134021","Pnpo","protein_coding",0.476489,1.052,0.611724,2.73609,0.844787,0.0300319,0.384138
"5495","NM_178027","Vps26b","protein_coding",1.11283,1.37486,1.74601,5.21595,0.844176,2.14305,2.48355
"5496","NM_001033205","Zfp575","protein_coding",2.26705,0,2.02315,3.51362,0.844128,0,1.74746
"5497","NM_172991","Rbm48","protein_coding",1.157726,1.90461,2.67999,3.67231,0.843734,7.25138,1.00317
"5498","NM_001080769","Uhrf1bp1","protein_coding",1.814902,2.39425,2.76504,7.00767,0.843174,2.70743,0.9776
"5499","NM_030035","Golgb1","protein_coding",0.711468,0,1.73766,2.38651,0.842424,3.62739,7.07678
"5500","NM_001122958","Rad54l","protein_coding",0,0,0,5.99311,0.842133,0.16386,0.963254
"5501","NM_011307","Uimc1","protein_coding",0.556555,2.40825,1.79125,3.82255,0.841628,64.1548,14.7258
"5502","NM_178691","Yod1","protein_coding",0.4076,1.11194,1.67302,2.11617,0.841547,1.12813,0.218424
"5503","NM_175439","Mars2","protein_coding",1.55344,1.78722,2.46954,3.36964,0.841539,5.07584,2.63323
"5504","NM_001081109","Lmtk2","protein_coding",3.81631,7.79012,7.71925,7.44232,0.841256,2.2053,3.5268
"5505","NM_001285839","Osgepl1","protein_coding",0,0.39931,0,2.0562,0.840827,0,0
"5506","NM_153556","Pms1","protein_coding",0.1747321,0.795034,1.46588,1.34483,0.840771,6.70764,2.22769
"5507","NM_178601","Imp4","protein_coding",0,1.47881,4.75931,11.7174,0.840673,0.140509,1.91418
"5508","NM_001110855","Crem","protein_coding",0.1529981,1.79378,3.71514,0,0.840666,0,0
"5509","NR_028310","4930503E24Rik",".",1.155256,2.34486,1.85703,1.76996,0.839699,0.00125003,0.378013
"5510","NM_177471","Ccdc69","protein_coding",0.638871,1.16018,0.869372,1.53529,0.839681,28.1648,11.5855
"5511","NM_001166402","Tnfaip3","protein_coding",0,0,1.33881,0.855028,0.839122,6.98443,0.337685
"5512","NM_010385","Pfdn6","protein_coding",8.46058,3.44525,3.05824,8.1693,0.839108,2.97194,5.0853
"5513","NM_029339","Ccdc101","protein_coding",1.05881,0.812389,1.1229,7.10003,0.839043,0,1.45963
"5514","NM_028013","Endod1","protein_coding",1.989996,3.10237,3.57755,14.1228,0.838966,8.26169,3.99565
"5515","NM_026968","Manbal","protein_coding",1.338734,1.05734,0.762408,3.14745,0.838294,0.0145762,0.1528
"5516","NM_025383","Necap2","protein_coding",1.339132,2.61439,1.78552,4.67207,0.837902,1.78966,1.7845
"5517","NM_026498","Mrps11","protein_coding",2.77776,0.800941,1.4859,6.67038,0.837185,0.00420097,0.119303
"5518","NM_153056","Sirt7","protein_coding",0.984106,0.83313,0.249263,5.66569,0.837175,0.0280411,0
"5519","NM_001162375","Fam73a","protein_coding",1.133287,4.47763,6.19094,2.57396,0.836334,0.390502,0.513484
"5520","NM_026546","Fam173b","protein_coding",0.779964,2.13474,2.37288,4.62418,0.836307,0.00146628,1.4416
"5521","NM_175104","Fam53c","protein_coding",0.622205,1.27559,1.76703,4.12105,0.836109,0.696547,0.157666
"5522","NM_001170401","Tmem229b","protein_coding",0.225589,0,0.628203,0.996588,0.835804,2.05128,0
"5523","NM_001272033","AA414768","processed_pseudogene",4.66091,1.75976,3.44072,1.83338,0.834821,1.94309,10.8113
"5524","NM_001142938","AK010878","protein_coding",0.227113,1.41289,1.85969,4.4351,0.834713,0,0
"5525","NM_001198789","Ccpg1os","protein_coding",0,0.993607,1.16251,0,0.834683,0,0.140556
"5526","NR_024619","2610001J05Rik","protein_coding",0.223056,1.66122,2.2897,5.71894,0.834332,0.253528,0.868007
"5527","NM_001081143","Gnat3","protein_coding",0.06940797,1.26599,1.3929,1.76158,0.833956,0.0123389,0.375433
"5528","NM_011247","Rbbp6","protein_coding",1.036039,4.56146,2.46777,14.5905,0.833262,53.8521,36.6534
