"","ENSEMBL","Gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GENENAME","Biotype"
"145","ENSMUSG00000028438","Kif24",62.038557495758,2.14257190602152,0.505391604792874,4.23942915889871,2.24088894675932e-05,0.000991445932036607,"kinesin family member 24","protein_coding"
"146","ENSMUSG00000028556","Dock7",5.17344282051485,6.69545805660698,1.9659543974352,3.40570364467352,0.000659937741565303,0.0122768501024251,"dedicator of cytokinesis 7","protein_coding"
"147","ENSMUSG00000028634","Hivep3",9.5917000268732,3.38874458348149,1.13631698909877,2.98221765228482,0.00286168473434175,0.0338519434273496,"human immunodeficiency virus type I enhancer binding protein 3","protein_coding"
"148","ENSMUSG00000028707","Dmbx1",12.5008210522868,3.69863743180637,1.26992917957806,2.91247535003113,0.00358576500462858,0.0393060630091723,"diencephalon/mesencephalon homeobox 1","protein_coding"
"149","ENSMUSG00000028797","Tmem234",85.6687831878534,2.03742097891442,0.468355456122033,4.35015958986405,1.36038488491217e-05,0.00067063677944923,"transmembrane protein 234","protein_coding"
"150","ENSMUSG00000028801","Stpg1",5.38754242778089,5.87413676400736,2.08722513893874,2.81432829378152,0.00488792823538694,0.048283926901259,"sperm tail PG rich repeat containing 1","protein_coding"
"151","ENSMUSG00000028883","Sema3a",3.98901579816601,6.32392482927573,2.14525162157105,2.9478709004049,0.00319970658190759,0.0362561529289445,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","protein_coding"
"152","ENSMUSG00000028977","Casz1",26.7024451327449,2.75535851870639,0.72231015334448,3.81464735882277,0.000136377539191441,0.00387796596643738,"castor zinc finger 1","protein_coding"
"153","ENSMUSG00000029135","Fosl2",238.167672995643,2.09360654078581,0.65923471822915,3.17581353483582,0.00149416959214074,0.0220681751639762,"fos-like antigen 2","protein_coding"
"154","ENSMUSG00000029417","Cxcl9",3.89340725417071,6.22903101680607,2.21951102096287,2.80648798675655,0.0050084779976286,0.0490991465510967,"chemokine (C-X-C motif) ligand 9","protein_coding"
"155","ENSMUSG00000029420","Rimbp2",6.58503541419171,6.09399189229715,1.74779900967229,3.48666629204679,0.000489081216276292,0.010167144295079,"RIMS binding protein 2","protein_coding"
"156","ENSMUSG00000029423","Piwil1",7.82808579830808,7.27857340223847,1.7276563704361,4.21297517653999,2.52028770863582e-05,0.00110058018445298,"piwi-like RNA-mediated gene silencing 1","protein_coding"
"157","ENSMUSG00000029563","Foxp2",4.73770808939537,6.55660659573549,1.99765621867563,3.28214961835739,0.00103018927237187,0.0168976167236605,"forkhead box P2","protein_coding"
"158","ENSMUSG00000029608","Rph3a",19.3895061709932,6.00152537807412,1.27396564764714,4.71090047769985,2.46624656768716e-06,0.000167530385532284,"rabphilin 3A","protein_coding"
"159","ENSMUSG00000029797","Sspo",10.9325661701731,7.78323651412064,1.72491061179471,4.51225498927302,6.41420095596008e-06,0.00035946251190693,"SCO-spondin","protein_coding"
"160","ENSMUSG00000030022","Adamts9",9.89704824695788,7.58828956280746,1.66686053365495,4.55244419649706,5.30262286933866e-06,0.000307414989623297,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9","protein_coding"
"161","ENSMUSG00000030029","Lrig1",10.1078720443616,3.6437990263977,1.25445791300605,2.90468017190476,0.00367628546180411,0.0400372789160043,"leucine-rich repeats and immunoglobulin-like domains 1","protein_coding"
"162","ENSMUSG00000030043","Tacr1",7.11292400495406,6.07041327457651,1.69124392576546,3.58931859686002,0.000331543447553904,0.00753253271891893,"tachykinin receptor 1","protein_coding"
"163","ENSMUSG00000030064","Frmd4b",8.86430056341514,4.33933225814673,1.40932386787563,3.07901707837227,0.00207684775714408,0.0275751256994944,"FERM domain containing 4B","protein_coding"
"164","ENSMUSG00000030075","Cntn3",5.1518046409751,5.15869507476347,1.80946314437805,2.85095338404177,0.00435883592730216,0.0446931549762825,"contactin 3","protein_coding"
"165","ENSMUSG00000030124","Lag3",10.6746427059837,4.60402049000653,1.43531789408014,3.20766605711212,0.00133816782007253,0.0204063006575686,"lymphocyte-activation gene 3","protein_coding"
"166","ENSMUSG00000030158","Clec12b",5.82652656774891,6.8149511877292,1.94540945880462,3.50309347828335,0.000459888040785967,0.00966718274604447,"C-type lectin domain family 12, member B","protein_coding"
"167","ENSMUSG00000030257","Srgap3",7.38136086624873,5.43710123592333,1.56531959987617,3.47347674963851,0.000513761873793396,0.010485731718545,"SLIT-ROBO Rho GTPase activating protein 3","protein_coding"
"168","ENSMUSG00000030276","Ttll3",49.3505509476171,2.21375886145672,0.644677996958514,3.43389858487628,0.000594966752798937,0.0114810657462636,"tubulin tyrosine ligase-like family, member 3","protein_coding"
"169","ENSMUSG00000030313","Dennd5b",20.5437064291812,3.22964396946086,0.95102747337003,3.39595233565272,0.000683902678762979,0.0126352898754974,"DENN/MADD domain containing 5B","protein_coding"
"170","ENSMUSG00000030337","Vamp1",32.2573322091896,2.085957916495,0.726200414499056,2.87242732838967,0.00407331751625532,0.0428016567137766,"vesicle-associated membrane protein 1","protein_coding"
"171","ENSMUSG00000030411","Nova2",13.7166671405917,3.63566617376294,1.03000039802923,3.52977162020454,0.000415918525061962,0.00899373659498936,"neuro-oncological ventral antigen 2","protein_coding"
"172","ENSMUSG00000030465","Psd3",6.81576385035308,4.94332945877128,1.61841735965462,3.05442191983544,0.00225494703337195,0.0291061462743014,"pleckstrin and Sec7 domain containing 3","protein_coding"
"173","ENSMUSG00000030516","Tjp1",6.37404826893815,5.22826290871672,1.66249449067093,3.14483021631353,0.00166183244650514,0.0236490406329887,"tight junction protein 1","protein_coding"
"174","ENSMUSG00000030683","Sez6l2",31.7046630364303,2.250343275496,0.729472326525257,3.08489190565351,0.00203626143719132,0.0272786019225331,"seizure related 6 homolog like 2","protein_coding"
"175","ENSMUSG00000030782","Tgfb1i1",10.1656639827427,3.84200301821162,1.19516164697889,3.21463044595129,0.00130612554735298,0.0200084152755098,"transforming growth factor beta 1 induced transcript 1","protein_coding"
"176","ENSMUSG00000030838","Ush1c",8.37560749949733,5.6346916368404,1.78262228424632,3.16090048163103,0.00157282225593626,0.0227712156537597,"USH1 protein network component harmonin","protein_coding"
"177","ENSMUSG00000030854","Ptpn5",10.7533152239559,3.00211062989739,1.05478076057228,2.84619396003069,0.00442452360234881,0.0450093711727268,"protein tyrosine phosphatase, non-receptor type 5","protein_coding"
"178","ENSMUSG00000030945","Acsm2",25.3663595573316,6.08606344546322,1.07293501785111,5.6723504631739,1.40851454123227e-08,2.33255397308114e-06,"acyl-CoA synthetase medium-chain family member 2","protein_coding"
"179","ENSMUSG00000031028","Tub",18.2695432844427,8.47999171614604,1.47235486318649,5.75947546897325,8.43757201236502e-09,1.59838512065225e-06,"tubby bipartite transcription factor","protein_coding"
"180","ENSMUSG00000031075","Ano1",3.98901579816601,6.32392482927573,2.14525162157105,2.9478709004049,0.00319970658190759,0.0362561529289445,"anoctamin 1, calcium activated chloride channel","protein_coding"
"181","ENSMUSG00000031204","Asb12",11.0608737886573,6.29034305597155,1.59401053744049,3.94623680849185,7.93890982390397e-05,0.00261378058684368,"ankyrin repeat and SOCS box-containing 12","protein_coding"
"182","ENSMUSG00000031285","Dcx",12.2722641625166,6.88063812244664,1.51970697888836,4.5276084258557,5.96549937108388e-06,0.000339982909072365,"doublecortin","protein_coding"
"183","ENSMUSG00000031298","Adgrg2",6.46654435092098,6.98609795212573,1.82151665897261,3.83531927512874,0.000125401287561854,0.00367461289260771,"adhesion G protein-coupled receptor G2","protein_coding"
"184","ENSMUSG00000031327","Chic1",18.1835879478111,4.28167505749797,0.994049344305124,4.30730635458647,1.65254659051068e-05,0.000769091752331093,"cysteine-rich hydrophobic domain 1","protein_coding"
"185","ENSMUSG00000031343","Gabra3",5.30928595558646,6.68878461392884,1.95463233877832,3.42201675539118,0.00062158482979459,0.0118418073098261,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3","protein_coding"
"186","ENSMUSG00000031355","Arhgap6",9.31645089189665,3.62711413381473,1.20288058267603,3.01535679106694,0.00256677119192982,0.0316931388018726,"Rho GTPase activating protein 6","protein_coding"
"187","ENSMUSG00000031373","Car5b",14.5024846903134,3.16875378768338,1.05797239892021,2.99511952383397,0.00274337318920752,0.033003908224366,"carbonic anhydrase 5b, mitochondrial","protein_coding"
"188","ENSMUSG00000031374","Zfp92",8.42012819831252,6.34901607485445,1.66024479830861,3.82414453659037,0.000131226919861665,0.00376724665468083,"zinc finger protein 92","protein_coding"
"189","ENSMUSG00000031376","Atp2b3",7.13373076110737,7.14037672996183,1.76805615994935,4.03854633789823,5.37834696964453e-05,0.00193419162411013,"ATPase, Ca++ transporting, plasma membrane 3","protein_coding"
"190","ENSMUSG00000031397","Tktl1",6.7956803371053,5.26865998150876,1.63180839277584,3.22872464980177,0.0012434355387419,0.0193120184712223,"transketolase-like 1","protein_coding"
"191","ENSMUSG00000031425","Plp1",9.23266397222766,4.02671806988252,1.31683675289532,3.05787187442104,0.00222914864041989,0.0290226496048837,"proteolipid protein (myelin) 1","protein_coding"
"192","ENSMUSG00000031450","Grk1",507.01962145614,6.44064690148416,1.58124961735817,4.07313736603124,4.63840483049436e-05,0.00172815914044735,"G protein-coupled receptor kinase 1","protein_coding"
"193","ENSMUSG00000031465","Angpt2",30.1412264443436,2.20802154289663,0.67076736571165,3.29178438869641,0.000995539045562259,0.0164976707906606,"angiopoietin 2","protein_coding"
"194","ENSMUSG00000031558","Slit2",5.97647236577285,6.87561163333126,1.85975188673103,3.6970585605464,0.000218112042021567,0.00557719955359331,"slit guidance ligand 2","protein_coding"
"195","ENSMUSG00000031618","Nr3c2",18.1727422643183,2.62377173105851,0.8618000763191,3.04452483024265,0.00233048191811214,0.0298499776647897,"nuclear receptor subfamily 3, group C, member 2","protein_coding"
"196","ENSMUSG00000031767","Nudt7",12.933088701842,7.98657072840917,1.54860670884429,5.15726212652759,2.5058688731477e-07,2.55332851089671e-05,"nudix (nucleoside diphosphate linked moiety X)-type motif 7","protein_coding"
"197","ENSMUSG00000031789","Cngb1",4.74752464460882,5.67858256464121,1.92840509945116,2.94470418391726,0.00323263569746564,0.0365369328831201,"cyclic nucleotide gated channel beta 1","protein_coding"
"198","ENSMUSG00000031906","Smpd3",29.715834624369,4.31515055584534,0.863572113727594,4.99686185698965,5.82707795192773e-07,5.19034426843893e-05,"sphingomyelin phosphodiesterase 3, neutral","protein_coding"
"199","ENSMUSG00000031990","Jam3",9.27946570966887,3.74382061571749,1.22068252400555,3.06698960793876,0.00216226374379222,0.028373150643505,"junction adhesion molecule 3","protein_coding"
"200","ENSMUSG00000032186","Tmod2",6.51970795922321,4.75421191267225,1.55048336449639,3.0662772794189,0.0021674221501964,0.0283988880820948,"tropomodulin 2","protein_coding"
"201","ENSMUSG00000032204","Aqp9",54.3742792487086,5.60142652834533,0.996499305894524,5.62110429501717,1.89740676832257e-08,2.90001375385665e-06,"aquaporin 9","protein_coding"
"202","ENSMUSG00000032243","Itga11",27.1415380967787,3.14272637264086,0.827449531108285,3.79808828754969,0.000145816388604536,0.00407740213457589,"integrin alpha 11","protein_coding"
"203","ENSMUSG00000032262","Elovl4",11.7632885687041,3.64865353710142,1.24363610100286,2.93385945789059,0.00334775758185021,0.0373361023846479,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4","protein_coding"
"204","ENSMUSG00000032343","Impg1",6.98378496308343,7.08802483198471,1.80051202535083,3.93667175347169,8.2619494351255e-05,0.00270372797816151,"interphotoreceptor matrix proteoglycan 1","protein_coding"
"205","ENSMUSG00000032525","Nktr",462.878719765578,2.15061894199805,0.540043922692491,3.98230375647175,6.82504734514242e-05,0.00235376632800424,"natural killer tumor recognition sequence","protein_coding"
"206","ENSMUSG00000032648","Pygm",10.6344788089167,3.52496164700712,1.22037023610411,2.88843626526008,0.00387162480714275,0.0416328522181374,"muscle glycogen phosphorylase","protein_coding"
"207","ENSMUSG00000032679","Cd59a",5.29791473408102,5.56505876101037,1.91767675986109,2.90197956062912,0.00370812733445331,0.0403091730167195,"CD59a antigen","protein_coding"
"208","ENSMUSG00000032826","Ank2",6.01981941886163,5.10184292542366,1.65492965966629,3.08281557202403,0.00205052191860279,0.0273539817796927,"ankyrin 2, brain","protein_coding"
"209","ENSMUSG00000032827","Ppp1r9a",11.3809902859715,3.4530400786717,1.14944267162845,3.00409943349298,0.00266368255167187,0.0323344136461974,"protein phosphatase 1, regulatory (inhibitor) subunit 9A","protein_coding"
"210","ENSMUSG00000032875","Arhgef17",17.1928949116125,4.74148535654945,1.30255975592782,3.64012885779055,0.000272501634471984,0.00653323883003242,"Rho guanine nucleotide exchange factor (GEF) 17","protein_coding"
"211","ENSMUSG00000032908","Sgpp2",29.6218951860036,3.42079223104565,0.730612221883622,4.68209007266038,2.8396464812574e-06,0.000185404102781126,"sphingosine-1-phosphate phosphotase 2","protein_coding"
"212","ENSMUSG00000033174","Mgll",10.1045144550322,4.02553530166063,1.21176144532819,3.32205263435361,0.000893578359807871,0.0152520671819998,"monoglyceride lipase","protein_coding"
"213","ENSMUSG00000033350","Chst2",4.7712385872707,5.42499085342575,1.90757010571183,2.84392738027385,0.00445612029072007,0.0451656502714279,"carbohydrate sulfotransferase 2","protein_coding"
"214","ENSMUSG00000033361","Prrg3",17.3217561662954,5.65165624610417,1.13589292195964,4.97551849900952,6.50732192118864e-07,5.75812367368337e-05,"proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)","protein_coding"
"215","ENSMUSG00000033400","Agl",12.1822973759052,3.52531881608152,1.11180762953141,3.17079926638687,0.00152020153121852,0.0222973943237613,"amylo-1,6-glucosidase, 4-alpha-glucanotransferase","protein_coding"
"216","ENSMUSG00000033644","Piwil2",11.6677507187181,2.97021774735399,1.009038537426,2.94361180191476,0.00324406627265435,0.0365432926023459,"piwi-like RNA-mediated gene silencing 2","protein_coding"
"217","ENSMUSG00000033788","Dysf",6.73425796931011,4.92708853897139,1.66227048539102,2.96407148070873,0.00303597755843597,0.035302509303122,"dysferlin","protein_coding"
"218","ENSMUSG00000033849","B3galt2",26.3610189325955,2.10235334177525,0.730061508715638,2.87969344593145,0.0039806201224126,0.0425472963372069,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2","protein_coding"
"219","ENSMUSG00000033860","Fgg",28.9851089196983,5.17685550892539,1.13755157271411,4.55087543554076,5.34231701827177e-06,0.000308386969509679,"fibrinogen gamma chain","protein_coding"
"220","ENSMUSG00000033948","Zswim5",17.3532815950579,4.55819108706415,1.02357293076904,4.45321574070883,8.4593678880003e-06,0.000441001930595364,"zinc finger SWIM-type containing 5","protein_coding"
"221","ENSMUSG00000033981","Gria2",9.79473560976161,6.55138149282208,1.5677416571592,4.17886548010302,2.9296689873501e-05,0.00122372819502667,"glutamate receptor, ionotropic, AMPA2 (alpha 2)","protein_coding"
"222","ENSMUSG00000034063","4930590J08Rik",5.72338250716619,5.29200420493801,1.8453944740356,2.86768183138925,0.00413491125612536,0.0432798104240359,"RIKEN cDNA 4930590J08 gene","protein_coding"
"223","ENSMUSG00000034101","Ctnnd1",4.91482251443363,6.62828648541409,2.02466919212786,3.27376270216666,0.00106125692247092,0.01723772630231,"catenin (cadherin associated protein), delta 1","protein_coding"
"224","ENSMUSG00000034361","Cpne2",6.56215289491628,7.04287922030711,1.8550078542819,3.79668431271064,0.000146644341560128,0.0040835743146661,"copine II","protein_coding"
"225","ENSMUSG00000034394","Lif",9.41894109182913,3.73141682504228,1.28273588452036,2.90895177259155,0.00362642797524379,0.0396548424935195,"leukemia inhibitory factor","protein_coding"
"226","ENSMUSG00000034459","Ifit1",7.20079175685803,4.92119379455641,1.7122131231434,2.8741712862951,0.00405089204147947,0.0428016567137766,"interferon-induced protein with tetratricopeptide repeats 1","protein_coding"
"227","ENSMUSG00000034485","Uaca",3.83907000014207,6.23041287993535,2.14431502781681,2.9055492309256,0.00366609171770651,0.0399586171824575,"uveal autoantigen with coiled-coil domains and ankyrin repeats","protein_coding"
"228","ENSMUSG00000034652","Cd300a",21.2947491412919,3.2496749755819,0.889424321345815,3.65368350919921,0.000258504879791772,0.00632161933308969,"CD300A molecule","protein_coding"
"229","ENSMUSG00000034706","Dnaic2",5.17344282051485,6.69545805660698,1.9659543974352,3.40570364467352,0.000659937741565303,0.0122768501024251,"dynein, axonemal, intermediate chain 2","protein_coding"
"230","ENSMUSG00000034730","Adgrb1",126.100904099373,7.5624161082896,2.49882614634062,3.02638745771261,0.00247494935024446,0.030892794754794,"adhesion G protein-coupled receptor B1","protein_coding"
"231","ENSMUSG00000034731","Dgkh",4.75350549490425,5.42531906970832,1.90485352317111,2.84815551627114,0.00439734306362074,0.0448742520528824,"diacylglycerol kinase, eta","protein_coding"
"232","ENSMUSG00000034751","Mast4",26.1456244337413,3.3138027963591,0.818938873586152,4.04645926972289,5.19981672238261e-05,0.00188004126118404,"microtubule associated serine/threonine kinase family member 4","protein_coding"
"233","ENSMUSG00000034765","Dusp5",9.47403725756041,5.3082868889824,1.77195297274665,2.99572673238284,0.0027379167238114,0.0329972938488023,"dual specificity phosphatase 5","protein_coding"
"234","ENSMUSG00000035184","Fam124a",17.0006767935286,5.38498583718081,1.25723318827955,4.28320369473372,1.84221375569618e-05,0.000834268518993723,"family with sequence similarity 124, member A","protein_coding"
"235","ENSMUSG00000035275","Raver2",16.8916950883435,3.55660510208991,0.944586408745588,3.76525119264958,0.000166381730330269,0.00453921759217469,"ribonucleoprotein, PTB-binding 2","protein_coding"
"236","ENSMUSG00000035299","Mid1",149.361576279031,2.75210996425918,0.468016041260236,5.88037528980528,4.09337318616156e-09,8.87997892804404e-07,"midline 1","protein_coding"
"237","ENSMUSG00000035576","L3mbtl1",7.79200273347602,4.38355670430003,1.44568766294608,3.03216027683812,0.00242810240784885,0.03069358776839,"L3MBTL1 histone methyl-lysine binding protein","protein_coding"
"238","ENSMUSG00000035944","Ttc38",10.3434659818894,3.79101956288365,1.20726971515319,3.14015958099521,0.00168855826289844,0.0239132736728409,"tetratricopeptide repeat domain 38","protein_coding"
"239","ENSMUSG00000036062","Phf24",3.78473274611343,6.23513346574126,2.1535231489227,2.89531759566197,0.00378775091651301,0.0409198793791968,"PHD finger protein 24","protein_coding"
"240","ENSMUSG00000036353","P2ry12",13.5347805361966,3.12892703029573,1.00235478276748,3.12157639599107,0.00179885568301265,0.0248915729799589,"purinergic receptor P2Y, G-protein coupled 12","protein_coding"
"241","ENSMUSG00000036381","F630111L10Rik",71.765109833814,2.95756677166441,0.521551495754267,5.67070902056792,1.42207751518702e-08,2.33255397308114e-06,"RIKEN cDNA F630111L10 gene","protein_coding"
"242","ENSMUSG00000036381","P2ry14",53.6008114869199,2.21814999077192,0.545875488931404,4.06347241403737,4.83480385810437e-05,0.00178159210661654,"purinergic receptor P2Y, G-protein coupled, 14","protein_coding"
"243","ENSMUSG00000036395","Glb1l2",6.01981941886163,5.10184292542366,1.65492965966629,3.08281557202403,0.00205052191860279,0.0273539817796927,"galactosidase, beta 1-like 2","protein_coding"
"244","ENSMUSG00000036890","Gtdc1",22.0184806888642,2.88974910044233,0.83405071236519,3.46471630273849,0.000530791095244293,0.0106554331806504,"glycosyltransferase-like domain containing 1","protein_coding"
"245","ENSMUSG00000037432","Fer1l5",29.4008875217866,3.01695373967927,0.76147203874795,3.96200199897018,7.43239179882416e-05,0.00250540525549336,"fer-1-like 5 (C. elegans)","protein_coding"
"246","ENSMUSG00000037868","Egr2",17.7886703308239,3.68919628033303,1.02907132380685,3.58497627422516,0.000337108849793232,0.00759420066915453,"early growth response 2","protein_coding"
"247","ENSMUSG00000037921","Ddx60",5.85044578591469,5.99254264339787,2.04603507987895,2.92885625585286,0.00340211714310574,0.0377990320928297,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 60","protein_coding"
"248","ENSMUSG00000037990","Sh3rf3",15.9648430489871,7.37551599617985,1.43719067514466,5.13189803116241,2.86834889042488e-07,2.87905168479214e-05,"SH3 domain containing ring finger 3","protein_coding"
"249","ENSMUSG00000037995","Igsf9",13.9948830706282,3.21211007253087,1.06640181128339,3.01210110349042,0.00259446170600846,0.0318615431506607,"immunoglobulin superfamily, member 9","protein_coding"
"250","ENSMUSG00000038060","Dlec1",10.8845907870055,6.72574311340468,1.70151591842918,3.95279470533182,7.72437054016246e-05,0.00255510684963709,"deleted in lung and esophageal cancer 1","protein_coding"
"251","ENSMUSG00000038127","Ccdc50",11.3890812564322,4.53344496059337,1.32594145964848,3.41903854623812,0.000628428234284752,0.0119215229211988,"coiled-coil domain containing 50","protein_coding"
"252","ENSMUSG00000038227","Hoxa9",10.0945221547571,4.45522686919568,1.44355860567551,3.08628056504216,0.00202677481879032,0.0272601213127298,"homeobox A9","protein_coding"
"253","ENSMUSG00000038239","Hrc",5.55691606072782,4.97101049386614,1.69941603226808,2.92512863211707,0.00344313866636263,0.0380840584396195,"histidine rich calcium binding protein","protein_coding"
"254","ENSMUSG00000038260","Trpm4",20.7803813585949,2.52128205515044,0.892459024643536,2.82509559041939,0.00472665125929233,0.0471963321733347,"transient receptor potential cation channel, subfamily M, member 4","protein_coding"
"255","ENSMUSG00000038349","Plcl1",6.53706003102408,5.21497605480133,1.63529708416155,3.1890083491925,0.00142761754276474,0.0214063054071189,"phospholipase C-like 1","protein_coding"
"256","ENSMUSG00000038515","Grtp1",16.6432692286128,4.14222911311229,1.14451414606132,3.61920307177256,0.000295511676034665,0.00691545137521083,"GH regulated TBC protein 1","protein_coding"
"257","ENSMUSG00000038569","Rad9b",11.9536090340689,3.11781892343702,1.11248863296016,2.80256249912504,0.00506983921495852,0.0494842797105893,"RAD9 checkpoint clamp component B","protein_coding"
"258","ENSMUSG00000038602","Slc35f1",7.04793877232552,6.19650458468024,1.7036369538611,3.63722128158618,0.000275595155461868,0.00659564918320664,"solute carrier family 35, member F1","protein_coding"
"259","ENSMUSG00000038679","Trps1",6.22410247091421,5.16637682124111,1.6351386437459,3.15959557374632,0.00157988273720512,0.0228242994794939,"transcriptional repressor GATA binding 1","protein_coding"
"260","ENSMUSG00000038764","Ptpn3",4.22046747723292,6.40631997517947,2.11050497775525,3.035444143796,0.00240181706795043,0.0304396633709082,"protein tyrosine phosphatase, non-receptor type 3","protein_coding"
"261","ENSMUSG00000039087","Rreb1",61.7255378412533,2.34330042961861,0.571694668744684,4.0988670311794,4.15177456282116e-05,0.00158920247417649,"ras responsive element binding protein 1","protein_coding"
"262","ENSMUSG00000039126","Prune2",7.09557193315319,5.38867980236239,1.60329634615695,3.3610004883245,0.000776606882398573,0.0138080849838012,"prune homolog 2","protein_coding"
"263","ENSMUSG00000039349","C130074G19Rik",8.34532641047053,7.36192774816975,1.69793347116145,4.33581637514567,1.45220137346852e-05,0.000702593829969481,"RIKEN cDNA C130074G19 gene","protein_coding"
"264","ENSMUSG00000039376","Synpo2l",10.2726049500179,5.4172004267447,1.45051838876495,3.73466511607427,0.000187965137202324,0.00501613312573663,"synaptopodin 2-like","protein_coding"
"265","ENSMUSG00000039384","Dusp10",80.4816609891882,2.1437023583956,0.66645540818619,3.21657283002602,0.00129731601311966,0.0198961235763506,"dual specificity phosphatase 10","protein_coding"
"266","ENSMUSG00000039529","Atp8b1",4.22046747723292,6.40631997517947,2.11050497775525,3.035444143796,0.00240181706795043,0.0304396633709082,"ATPase, class I, type 8B, member 1","protein_coding"
"267","ENSMUSG00000039542","Ncam1",4.71690133324205,5.43110213846396,1.9073572516813,2.8474488110062,0.00440711812037,0.0449058626658913,"neural cell adhesion molecule 1","protein_coding"
"268","ENSMUSG00000039607","Rbms3",7.47385694823156,7.18424387128379,1.77424579180294,4.04918185770831,5.13969951583787e-05,0.00187341350916041,"RNA binding motif, single stranded interacting protein","protein_coding"
"269","ENSMUSG00000039633","Lonrf1",13.6665046843926,5.82377693868781,1.34614081773181,4.32627616812082,1.51651269808575e-05,0.000725875294991223,"LON peptidase N-terminal domain and ring finger 1","protein_coding"
"270","ENSMUSG00000039981","Zc3h12d",6.24490922706752,6.0457813436506,1.73745227518105,3.4796819630747,0.000502009332257209,0.0103122676990174,"zinc finger CCCH type containing 12D","protein_coding"
"271","ENSMUSG00000039997","Ifi203",65.3555457075439,2.43224434543485,0.66620255032608,3.65090818737389,0.000261314648355457,0.00632490702071434,"interferon activated gene 203","protein_coding"
"272","ENSMUSG00000040009","Gnaz",14.7354591398886,3.5480634822039,1.24679273158661,2.84575245934327,0.00443066226265355,0.0450093711727268,"guanine nucleotide binding protein, alpha z subunit","protein_coding"
"273","ENSMUSG00000040152","Thbs1",4.24763610424724,6.40559362052586,2.07818763760274,3.08229801035431,0.00205409082509217,0.0273539817796927,"thrombospondin 1","protein_coding"
"274","ENSMUSG00000040254","Sema3d",7.66507403622216,7.27385523300768,1.88850239447328,3.85165263983498,0.00011732336453848,0.00352231976125572,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D","protein_coding"
"275","ENSMUSG00000040260","Daam2",18.3977582490864,3.61267753211534,0.942938647950916,3.83129648993176,0.000127469786092939,0.00371902087407815,"dishevelled associated activator of morphogenesis 2","protein_coding"
"276","ENSMUSG00000040287","Stac3",10.3325114497467,3.87994032797447,1.22288917595961,3.1727652875248,0.00150994539940217,0.0221953722644363,"SH3 and cysteine rich domain 3","protein_coding"
"277","ENSMUSG00000040310","Alx4",18.411060072682,4.2129720250356,1.07881759860561,3.90517547218449,9.41570386677586e-05,0.00299388219877388,"aristaless-like homeobox 4","protein_coding"
"278","ENSMUSG00000040537","Adam22",15.5488152517323,3.71766309297931,0.939265568428217,3.95805320448455,7.5563128509932e-05,0.00253364180569323,"a disintegrin and metallopeptidase domain 22","protein_coding"
"279","ENSMUSG00000040690","Col16a1",5.73403048576608,5.04527976151274,1.67511084700529,3.01190800031684,0.00259611265055036,0.0318615431506607,"collagen, type XVI, alpha 1","protein_coding"
"280","ENSMUSG00000040724","Kcna2",18.3330445447885,4.77606671551638,1.01825591249155,4.69043848105915,2.72620188843837e-06,0.000179742232350471,"potassium voltage-gated channel, shaker-related subfamily, member 2","protein_coding"
"281","ENSMUSG00000040740","Slc25a34",22.8988302318778,2.76885304453327,0.771366101538351,3.58954462610074,0.000331256121203406,0.00753253271891893,"solute carrier family 25, member 34","protein_coding"
"282","ENSMUSG00000040797","Iqsec3",7.78564086261501,4.99893647721454,1.48620500467559,3.36355782781508,0.000769447142719659,0.0137806715507538,"IQ motif and Sec7 domain 3","protein_coding"
"283","ENSMUSG00000040852","Plekhh2",7.14990918718183,5.38691910275389,1.57732866713515,3.41521663493123,0.000637313022089511,0.0120673352919286,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 2","protein_coding"
"284","ENSMUSG00000041078","Grid1",5.64270804950967,5.72079923702844,1.81548671159275,3.15111049863291,0.00162650942856813,0.0232481953392575,"glutamate receptor, ionotropic, delta 1","protein_coding"
"285","ENSMUSG00000041298","Katnal1",112.196481641168,3.00228949368553,0.649793900005621,4.62037192663636,3.83052743441326e-06,0.00023633299996724,"katanin p60 subunit A-like 1","protein_coding"
"286","ENSMUSG00000041482","Piezo2",10.0709132631476,6.76752386454694,1.66111304355913,4.07408989459665,4.61946370491241e-05,0.00172588296752978,"piezo-type mechanosensitive ion channel component 2","protein_coding"
"287","ENSMUSG00000041540","Sox5",9.30466362461348,6.47506439307092,1.58423411284822,4.08718909696353,4.3663122352584e-05,0.00164041618894484,"SRY (sex determining region Y)-box 5","protein_coding"
"288","ENSMUSG00000041674","BC006965",11.0228519075392,6.8337863592713,1.63203110173497,4.18728929369451,2.82305898633043e-05,0.00119590756762209,"cDNA sequence BC006965","processed_transcript"
